Process,Temp,Current,NG
11,69.0864964282445,1.542,정상
11,71.25677527359753,1.608,정상
11,66.04198315231801,1.564,정상
11,69.31247367223635,1.613,정상
11,67.53366359223965,1.494,정상
11,66.74042366970423,1.569,정상
11,67.04518510357609,1.528,정상
11,68.47249049518311,1.511,정상
11,66.04198315231801,1.517,정상
11,64.31247367223635,1.55,정상
11,66.53366359223965,1.494,정상
11,64.74042366970423,1.456,정상
11,66.04518510357609,1.506,정상
11,67.47249049518311,1.465,정상
12,74.08489761472396,1.495,정상
12,73.47081535284565,1.527,정상
12,76.84317473479867,1.678,정상
12,75.18546553761685,1.663,정상
12,76.55671042933152,1.74,정상
12,74.93957562396797,1.703,정상
12,73.08489761472396,1.733,정상
12,71.47081535284565,1.697,정상
12,74.84317473479867,1.655,정상
12,72.18546553761685,1.618,정상
12,75.55671042933152,1.695,정상
12,72.93957562396797,1.634,정상
12,72.13914228339809,1.711,정상
12,70.66042141558682,1.651,정상
12,70.1776601448583,1.633,정상
12,71.58643440551927,1.599,정상
12,71.87710395778115,1.588,정상
12,77.11358681575337,1.7591577609131226,정상
12,69.04198315231801,1.627,정상
12,70.31247367223635,1.607,정상
12,70.53366359223965,1.563,정상
12,70.74042366970423,1.592,정상
12,71.04518510357609,1.597,정상
12,72.47249049518311,1.601,정상
12,68.04198315231801,1.608,정상
12,68.31247367223635,1.641,정상
12,68.53366359223965,1.54,정상
12,69.74042366970423,1.546,정상
12,69.04518510357609,1.551,정상
12,68.47249049518311,1.578,정상
12,64.20403500015834,1.563,정상
12,64.87178422074807,1.55,정상
12,68.49957940787253,1.453,정상
12,66.86391347156295,1.468,정상
12,68.9081485396546,1.55,정상
12,68.66209655792429,1.513,정상
13,76.00784572726687,1.56,정상
13,74.11937724252256,1.554,정상
13,73.12181233844662,1.721,정상
13,74.06197573575812,1.678,정상
13,74.0864964282445,1.655,정상
13,74.25677527359753,1.677,정상
13,73.00784572726687,1.678,정상
13,74.11937724252256,1.681,정상
13,74.12181233844662,1.653,정상
13,74.06197573575812,1.679,정상
13,74.0864964282445,1.678,정상
13,71.25677527359753,1.677,정상
13,69.01093857044455,1.678,정상
13,72.19333628680197,1.613,정상
13,72.28386418628695,1.562,정상
13,71.3394548018018,1.635,정상
13,71.49933688835523,1.636,정상
13,69.81608582210924,1.615,정상
13,68.13914228339809,1.618,정상
13,70.66042141558682,1.58,정상
13,70.1776601448583,1.542,정상
13,69.58643440551927,1.599,정상
13,72.87710395778115,1.588,정상
13,71.01353466824737,1.575,정상
13,69.13914228339809,1.65,정상
13,67.66042141558682,1.608,정상
13,70.1776601448583,1.565,정상
13,70.58643440551927,1.532,정상
13,68.87710395778115,1.589,정상
13,68.01353466824737,1.598,정상
13,65.04198315231801,1.559,정상
13,67.31247367223635,1.539,정상
13,65.53366359223965,1.471,정상
13,66.74042366970423,1.523,정상
13,67.04518510357609,1.483,정상
13,68.47249049518311,1.51,정상
14,74.20403500015834,1.517,정상
14,74.87178422074807,1.549,정상
14,74.49957940787253,1.68,정상
14,74.86391347156295,1.695,정상
14,76.9081485396546,1.687,정상
14,74.66209655792429,1.695,정상
14,72.00784572726687,1.741,정상
14,72.11937724252256,1.69,정상
14,71.12181233844662,1.63,정상
14,74.06197573575812,1.633,정상
14,73.0864964282445,1.61,정상
14,74.25677527359753,1.677,정상
14,69.01093857044455,1.654,정상
14,69.19333628680197,1.681,정상
14,72.28386418628695,1.562,정상
14,71.3394548018018,1.566,정상
14,70.49933688835523,1.637,정상
14,71.81608582210924,1.615,정상
14,71.20403500015834,1.596,정상
14,69.87178422074807,1.626,정상
14,71.49957940787253,1.612,정상
14,70.86391347156295,1.582,정상
14,69.9081485396546,1.618,정상
14,72.66209655792429,1.604,정상
14,68.13914228339809,1.582,정상
14,67.66042141558682,1.645,정상
14,68.1776601448583,1.542,정상
14,70.58643440551927,1.531,정상
14,67.87710395778115,1.543,정상
14,68.01353466824737,1.597,정상
14,67.01093857044455,1.536,정상
14,64.19333628680197,1.539,정상
14,65.28386418628695,1.517,정상
14,64.3394548018018,1.452,정상
14,66.49933688835523,1.477,정상
14,66.81608582210924,1.456,정상
15,73.20403500015834,1.505,정상
15,75.87178422074807,1.512,정상
15,77.49957940787253,1.657,정상
15,83.51123674008383,1.8665755910612585,정상
15,76.9081485396546,1.755,정상
15,76.66209655792429,1.74,정상
15,71.08489761472396,1.742,정상
15,73.47081535284565,1.736,정상
15,71.84317473479867,1.609,정상
15,74.18546553761685,1.663,정상
15,75.55671042933152,1.627,정상
15,73.93957562396797,1.68,정상
15,71.00784572726687,1.711,정상
15,72.11937724252256,1.674,정상
15,70.12181233844662,1.607,정상
15,71.06197573575812,1.633,정상
15,69.0864964282445,1.587,정상
15,69.25677527359753,1.608,정상
15,70.08489761472396,1.564,정상
15,70.47081535284565,1.567,정상
15,70.84317473479867,1.586,정상
15,71.18546553761685,1.596,정상
15,70.55671042933152,1.603,정상
15,69.93957562396797,1.611,정상
15,69.20403500015834,1.598,정상
15,68.87178422074807,1.583,정상
15,68.49957940787253,1.567,정상
15,68.86391347156295,1.559,정상
15,68.9081485396546,1.551,정상
15,69.66209655792429,1.559,정상
15,65.20403500015834,1.56,정상
15,66.87178422074807,1.577,정상
15,71.1259836122866,1.6027881821652894,정상
15,67.86391347156295,1.514,정상
15,66.9081485396546,1.482,정상
15,67.66209655792429,1.536,정상
16,73.00784572726687,1.514,정상
16,73.11937724252256,1.531,정상
16,75.12181233844662,1.653,정상
16,73.06197573575812,1.656,정상
16,74.0864964282445,1.701,정상
16,75.25677527359753,1.654,정상
16,71.01093857044455,1.678,정상
16,73.19333628680197,1.704,정상
16,74.28386418628695,1.608,정상
16,73.3394548018018,1.657,정상
16,71.49933688835523,1.682,정상
16,73.81608582210924,1.661,정상
16,69.13914228339809,1.619,정상
16,72.66042141558682,1.671,정상
16,73.1776601448583,1.565,정상
16,70.58643440551927,1.645,정상
16,73.87710395778115,1.656,정상
16,72.01353466824737,1.598,정상
16,68.01093857044455,1.673,정상
16,70.19333628680197,1.63,정상
16,70.28386418628695,1.539,정상
16,68.3394548018018,1.588,정상
16,71.49933688835523,1.591,정상
16,77.85765049099757,1.7240715551682266,정상
16,67.01093857044455,1.619,정상
16,66.19333628680197,1.58,정상
16,67.28386418628695,1.516,정상
16,67.3394548018018,1.498,정상
16,69.49933688835523,1.523,정상
16,68.81608582210924,1.524,정상
16,64.00784572726687,1.573,정상
16,67.11937724252256,1.557,정상
16,64.12181233844662,1.448,정상
16,64.06197573575812,1.519,정상
16,67.0864964282445,1.451,정상
16,67.25677527359753,1.45,정상
17,78.07459934685114,1.555262025275614,정상
17,73.87178422074807,1.522,정상
17,74.49957940787253,1.726,정상
17,75.86391347156295,1.673,정상
17,77.9081485396546,1.687,정상
17,74.66209655792429,1.718,정상
17,71.01093857044455,1.765,정상
17,74.19333628680197,1.69,정상
17,74.28386418628695,1.607,정상
17,71.3394548018018,1.68,정상
17,74.49933688835523,1.682,정상
17,71.81608582210924,1.615,정상
17,70.20403500015834,1.686,정상
17,69.87178422074807,1.626,정상
17,70.49957940787253,1.589,정상
17,70.86391347156295,1.582,정상
17,70.9081485396546,1.596,정상
17,70.66209655792429,1.604,정상
17,70.01093857044455,1.605,정상
17,69.19333628680197,1.599,정상
17,69.28386418628695,1.585,정상
17,69.3394548018018,1.566,정상
17,68.49933688835523,1.568,정상
17,69.81608582210924,1.57,정상
17,68.00784572726687,1.55,정상
17,69.11937724252256,1.58,정상
17,67.12181233844662,1.539,정상
17,69.06197573575812,1.565,정상
17,66.0864964282445,1.519,정상
17,66.25677527359753,1.563,정상
17,66.04198315231801,1.495,정상
17,65.31247367223635,1.5,정상
17,64.53366359223965,1.494,정상
17,65.74042366970423,1.478,정상
17,65.04518510357609,1.46,정상
17,66.47249049518311,1.488,정상
18,74.08489761472396,1.472,정상
18,73.47081535284565,1.505,정상
18,76.84317473479867,1.677,정상
18,75.18546553761685,1.663,정상
18,77.55671042933152,1.74,정상
18,74.93957562396797,1.703,정상
18,73.00784572726687,1.756,정상
18,72.11937724252256,1.697,정상
18,72.12181233844662,1.653,정상
18,71.06197573575812,1.633,정상
18,72.0864964282445,1.632,정상
18,74.25677527359753,1.609,정상
18,72.08489761472396,1.632,정상
18,71.47081535284565,1.681,정상
18,70.84317473479867,1.632,정상
18,72.18546553761685,1.618,정상
18,73.55671042933152,1.604,정상
18,73.93957562396797,1.634,정상
18,70.00784572726687,1.666,정상
18,71.11937724252256,1.674,정상
18,69.12181233844662,1.585,정상
18,70.06197573575812,1.61,정상
18,69.0864964282445,1.564,정상
18,70.25677527359753,1.586,정상
18,67.20403500015834,1.564,정상
18,68.87178422074807,1.591,정상
18,70.49957940787253,1.521,정상
18,68.86391347156295,1.559,정상
18,67.9081485396546,1.596,정상
18,68.66209655792429,1.559,정상
18,65.01093857044455,1.537,정상
18,64.19333628680197,1.554,정상
18,66.28386418628695,1.471,정상
18,67.3394548018018,1.453,정상
18,65.49933688835523,1.5,정상
18,66.81608582210924,1.524,정상
19,76.04198315231801,1.482,정상
19,74.31247367223635,1.512,정상
19,75.53366359223965,1.722,정상
19,74.74042366970423,1.683,정상
19,75.04518510357609,1.71,정상
19,74.47249049518311,1.693,정상
19,72.08489761472396,1.699,정상
19,72.47081535284565,1.687,정상
19,73.84317473479867,1.632,정상
19,74.18546553761685,1.641,정상
19,74.55671042933152,1.672,정상
19,72.93957562396797,1.68,정상
19,69.20403500015834,1.688,정상
19,71.87178422074807,1.651,정상
19,72.49957940787253,1.567,정상
19,72.86391347156295,1.627,정상
19,71.9081485396546,1.641,정상
19,73.66209655792429,1.649,정상
19,68.08489761472396,1.628,정상
19,70.47081535284565,1.668,정상
19,68.84317473479867,1.541,정상
19,71.18546553761685,1.595,정상
19,71.55671042933152,1.558,정상
19,72.93957562396797,1.611,정상
19,66.04198315231801,1.62,정상
19,66.31247367223635,1.651,정상
19,66.53366359223965,1.494,정상
19,66.74042366970423,1.501,정상
19,70.04518510357609,1.506,정상
19,68.47249049518311,1.51,정상
19,67.00784572726687,1.586,정상
19,64.11937724252256,1.55,정상
19,67.12181233844662,1.517,정상
19,65.06197573575812,1.451,정상
19,65.0864964282445,1.519,정상
19,65.25677527359753,1.472,정상
20,74.08489761472396,1.473,정상
20,74.47081535284565,1.476,정상
20,75.84317473479867,1.678,정상
20,76.18546553761685,1.686,정상
20,82.09098453333749,1.865489109343528,정상
20,75.93957562396797,1.725,정상
20,74.00784572726687,1.711,정상
20,73.11937724252256,1.72,정상
20,73.12181233844662,1.675,정상
20,72.06197573575812,1.656,정상
20,71.0864964282445,1.656,정상
20,74.25677527359753,1.631,정상
20,71.13914228339809,1.609,정상
20,72.66042141558682,1.681,정상
20,73.1776601448583,1.61,정상
20,72.58643440551927,1.645,정상
20,71.87710395778115,1.657,정상
20,73.01353466824737,1.643,정상
20,71.20403500015834,1.627,정상
20,68.87178422074807,1.654,정상
20,69.49957940787253,1.612,정상
20,71.86391347156295,1.559,정상
20,72.9081485396546,1.573,정상
20,69.66209655792429,1.627,정상
20,69.01093857044455,1.65,정상
20,66.19333628680197,1.577,정상
20,67.28386418628695,1.562,정상
20,67.3394548018018,1.498,정상
20,66.49933688835523,1.523,정상
20,67.81608582210924,1.524,정상
20,66.04198315231801,1.505,정상
20,67.31247367223635,1.535,정상
20,65.53366359223965,1.495,정상
20,66.74042366970423,1.523,정상
20,68.04518510357609,1.483,정상
20,67.47249049518311,1.51,정상
21,73.00784572726687,1.54,정상
21,75.11937724252256,1.527,정상
21,73.12181233844662,1.653,정상
21,75.06197573575812,1.7,정상
21,74.0864964282445,1.656,정상
21,74.25677527359753,1.699,정상
21,73.13914228339809,1.677,정상
21,73.66042141558682,1.681,정상
21,75.1776601448583,1.656,정상
21,75.58643440551927,1.668,정상
21,75.87710395778115,1.702,정상
21,76.01353466824737,1.712,정상
21,69.13914228339809,1.719,정상
21,72.66042141558682,1.721,정상
21,70.1776601448583,1.565,정상
21,70.58643440551927,1.645,정상
21,72.87710395778115,1.589,정상
21,71.01353466824737,1.598,정상
21,69.13914228339809,1.65,정상
21,69.66042141558682,1.608,정상
21,70.1776601448583,1.565,정상
21,72.58643440551927,1.577,정상
21,70.87710395778115,1.589,정상
21,72.01353466824737,1.643,정상
21,67.08489761472396,1.604,정상
21,67.47081535284565,1.63,정상
21,66.84317473479867,1.518,정상
21,70.18546553761685,1.527,정상
21,67.55671042933152,1.513,정상
21,70.93957562396797,1.588,정상
21,67.01093857044455,1.529,정상
21,67.19333628680197,1.606,정상
21,66.28386418628695,1.517,정상
21,65.3394548018018,1.52,정상
21,67.49933688835523,1.5,정상
21,65.81608582210924,1.479,정상
22,73.01093857044455,1.527,정상
22,73.19333628680197,1.489,정상
22,75.28386418628695,1.653,정상
22,76.3394548018018,1.657,정상
22,74.49933688835523,1.705,정상
22,76.81608582210924,1.729,정상
22,74.04198315231801,1.687,정상
22,72.31247367223635,1.74,정상
22,73.53366359223965,1.677,정상
22,71.74042366970423,1.637,정상
22,74.04518510357609,1.665,정상
22,73.47249049518311,1.624,정상
22,71.01093857044455,1.677,정상
22,70.19333628680197,1.663,정상
22,72.28386418628695,1.608,정상
22,72.3394548018018,1.589,정상
22,70.49933688835523,1.637,정상
22,72.81608582210924,1.637,정상
22,69.20403500015834,1.596,정상
22,69.87178422074807,1.649,정상
22,72.49957940787253,1.566,정상
22,69.86391347156295,1.582,정상
22,71.9081485396546,1.642,정상
22,70.66209655792429,1.582,정상
22,66.08489761472396,1.628,정상
22,68.47081535284565,1.6,정상
22,66.84317473479867,1.495,정상
22,68.18546553761685,1.55,정상
22,67.55671042933152,1.513,정상
22,69.93957562396797,1.543,정상
22,64.08489761472396,1.529,정상
22,64.47081535284565,1.584,정상
22,64.84317473479867,1.45,정상
22,66.18546553761685,1.459,정상
22,66.55671042933152,1.468,정상
22,66.93957562396797,1.498,정상
23,73.01093857044455,1.506,정상
23,75.19333628680197,1.515,정상
23,75.28386418628695,1.653,정상
23,74.3394548018018,1.703,정상
23,74.49933688835523,1.705,정상
23,76.81608582210924,1.683,정상
23,71.01093857044455,1.687,정상
23,72.19333628680197,1.74,정상
23,71.28386418628695,1.607,정상
23,72.3394548018018,1.635,정상
23,74.49933688835523,1.614,정상
23,74.81608582210924,1.637,정상
23,69.01093857044455,1.687,정상
23,72.19333628680197,1.695,정상
23,70.28386418628695,1.562,정상
23,69.3394548018018,1.635,정상
23,69.49933688835523,1.591,정상
23,71.81608582210924,1.57,정상
23,69.08489761472396,1.573,정상
23,69.47081535284565,1.626,정상
23,70.84317473479867,1.564,정상
23,72.18546553761685,1.572,정상
23,71.55671042933152,1.604,정상
